time (seconds),encoderLeft (meters),encoderRight (meters)
58.201,23.749530792236328,25.29961585998535
58.301,23.82880401611328,25.36472511291504
58.401,23.908496856689453,25.4306697845459
58.501,23.98869514465332,25.49756622314453
58.601,24.069622039794922,25.565778732299805
58.701,24.151432037353516,25.63551902770996
58.801,24.23411750793457,25.706729888916016
58.901,24.317899703979492,25.779726028442383
59.001,24.40264129638672,25.854248046875
59.101,24.488676071166992,25.9307804107666
59.201,24.575637817382812,26.008718490600586
59.301,24.664033889770508,26.088804244995117
59.401,24.753576278686523,26.17057991027832
59.501,24.84423828125,26.253986358642578
59.601,24.93592643737793,26.338882446289062
59.701,25.028789520263672,26.425479888916016
59.801,25.12254524230957,26.513378143310547
59.901,25.217084884643555,26.602432250976562
60.001,25.31239891052246,26.692655563354492
60.101,25.408296585083008,26.783802032470703
60.201,25.50462532043457,26.875682830810547
60.301,25.60124397277832,26.9681396484375
60.401,25.697998046875,27.060997009277344
60.501,25.794708251953125,27.154088973999023
60.601,25.891212463378906,27.2471866607666
60.701,25.987255096435547,27.340059280395508
60.801,26.08272933959961,27.432546615600586
60.901,26.177352905273438,27.52437400817871
61.001,26.271106719970703,27.615480422973633
61.101,26.363590240478516,27.70547866821289
61.201,26.454540252685547,27.794099807739258
61.301,26.54414176940918,27.88148307800293
61.401,26.631919860839844,27.967164993286133
61.501,26.717601776123047,28.050867080688477
61.601,26.800949096679688,28.132341384887695
61.701,26.88209342956543,28.211692810058594
61.801,26.96042251586914,28.28831672668457
61.901,27.036230087280273,28.36248207092285
62.001,27.108915328979492,28.433589935302734
62.101,27.178800582885742,28.501937866210938
62.201,27.245149612426758,28.566783905029297
62.301,27.308408737182617,28.628559112548828
62.401,27.36780548095703,28.686471939086914
62.501,27.4233341217041,28.74049186706543
